"","Cell","Batch","Group","ExpLibSize","Step"
"Cell466","Cell466","Batch1","Path3",7818.38560538327,976
"Cell467","Cell467","Batch1","Path2",8454.6404770786,831
"Cell468","Cell468","Batch1","Path2",8563.09043975047,32
"Cell469","Cell469","Batch1","Path2",8041.04253089908,448
"Cell470","Cell470","Batch1","Path2",7761.48914528627,995
"Cell471","Cell471","Batch1","Path2",8167.45513208918,427
"Cell472","Cell472","Batch1","Path1",8793.06365040603,421
"Cell473","Cell473","Batch1","Path3",7966.14538021283,851
"Cell474","Cell474","Batch1","Path2",8607.18721582401,293
"Cell475","Cell475","Batch1","Path2",7964.5891824829,689
"Cell476","Cell476","Batch1","Path3",8058.89248052338,300
"Cell477","Cell477","Batch1","Path1",7443.02387468383,959
"Cell478","Cell478","Batch1","Path2",7803.14567548745,499
"Cell479","Cell479","Batch1","Path1",7897.28758853991,99
"Cell480","Cell480","Batch1","Path3",9066.67179416863,898
"Cell481","Cell481","Batch1","Path1",8374.05259139512,504
"Cell482","Cell482","Batch1","Path2",8636.77145555816,288
"Cell483","Cell483","Batch1","Path1",8672.12738518818,338
"Cell484","Cell484","Batch1","Path3",8095.65836785867,649
"Cell485","Cell485","Batch1","Path2",8604.32933324021,292
"Cell486","Cell486","Batch1","Path1",8265.2421132953,25
"Cell487","Cell487","Batch1","Path3",7933.68398259085,379
"Cell488","Cell488","Batch1","Path1",8744.64704751247,305
"Cell489","Cell489","Batch1","Path3",8318.63674947228,112
"Cell490","Cell490","Batch1","Path1",7759.44096162809,502
"Cell491","Cell491","Batch1","Path2",8383.88702479148,686
"Cell492","Cell492","Batch1","Path1",8372.01865728826,497
"Cell493","Cell493","Batch1","Path1",8463.4370722393,269
"Cell494","Cell494","Batch1","Path3",8749.80559253374,116
"Cell495","Cell495","Batch1","Path2",8705.5859937512,545
"Cell496","Cell496","Batch1","Path2",8137.28368159543,608
"Cell497","Cell497","Batch1","Path3",7899.57218392754,246
"Cell498","Cell498","Batch1","Path3",8608.44149291532,401
"Cell499","Cell499","Batch1","Path2",8887.9798300343,404
"Cell500","Cell500","Batch1","Path2",7972.16778949108,550
"Cell501","Cell501","Batch1","Path2",8806.28036694253,625
"Cell502","Cell502","Batch1","Path3",7590.19767417349,784
"Cell503","Cell503","Batch1","Path3",7450.23909103878,971
"Cell504","Cell504","Batch1","Path3",8415.41225931513,699
"Cell505","Cell505","Batch1","Path1",7628.07747362801,85
"Cell506","Cell506","Batch1","Path1",7369.40149731916,733
"Cell507","Cell507","Batch1","Path1",8407.319470611,287
"Cell508","Cell508","Batch1","Path3",8444.37020689647,893
"Cell509","Cell509","Batch1","Path2",8077.89406318551,533
"Cell510","Cell510","Batch1","Path2",7989.6727196574,467
"Cell511","Cell511","Batch1","Path3",8120.24234148435,123
"Cell512","Cell512","Batch1","Path1",8271.91497850012,440
"Cell513","Cell513","Batch1","Path3",8039.61630324239,330
"Cell514","Cell514","Batch1","Path2",7987.04111033904,735
"Cell515","Cell515","Batch1","Path1",7468.7133995588,633
"Cell516","Cell516","Batch1","Path2",7893.11909768383,761
"Cell517","Cell517","Batch1","Path1",8179.81815215586,297
"Cell518","Cell518","Batch1","Path3",8554.01951447149,394
"Cell519","Cell519","Batch1","Path2",8421.92238551449,176
"Cell520","Cell520","Batch1","Path1",8176.38334106827,85
"Cell521","Cell521","Batch1","Path1",7779.45681332464,263
"Cell522","Cell522","Batch1","Path3",8037.75997833897,43
"Cell523","Cell523","Batch1","Path3",7589.71354250347,627
"Cell524","Cell524","Batch1","Path3",8006.89622062603,752
"Cell525","Cell525","Batch1","Path3",7789.00661198326,468
"Cell526","Cell526","Batch1","Path3",8228.32314288613,291
"Cell527","Cell527","Batch1","Path1",8197.61684945346,936
"Cell528","Cell528","Batch1","Path1",7523.69773570417,545
"Cell529","Cell529","Batch1","Path2",8489.12467094966,532
"Cell530","Cell530","Batch1","Path1",7337.48024148691,997
"Cell531","Cell531","Batch1","Path2",9132.37742515643,574
"Cell532","Cell532","Batch1","Path2",8070.41522347464,832
"Cell533","Cell533","Batch1","Path2",7805.70239000894,8
"Cell534","Cell534","Batch1","Path2",7769.92252380053,863
"Cell535","Cell535","Batch1","Path3",7884.57796163198,602
"Cell536","Cell536","Batch1","Path3",7992.04957290958,71
"Cell537","Cell537","Batch1","Path2",8857.74357366129,795
"Cell538","Cell538","Batch1","Path3",8344.99793965222,613
"Cell539","Cell539","Batch1","Path1",8245.10755601317,215
"Cell540","Cell540","Batch1","Path3",8332.90893083846,220
"Cell541","Cell541","Batch1","Path2",8368.98177112093,654
"Cell542","Cell542","Batch1","Path2",8536.9034825297,461
"Cell543","Cell543","Batch1","Path3",8233.21050766421,12
"Cell544","Cell544","Batch1","Path2",8916.55335283346,976
"Cell545","Cell545","Batch1","Path2",7612.77984372499,690
"Cell546","Cell546","Batch1","Path3",9130.05576359469,821
"Cell547","Cell547","Batch1","Path3",7806.24886233141,373
"Cell548","Cell548","Batch1","Path1",8316.156414436,858
"Cell549","Cell549","Batch1","Path3",7943.53162346804,158
"Cell550","Cell550","Batch1","Path2",7881.30447746936,724
"Cell551","Cell551","Batch1","Path2",7708.87102729318,750
"Cell552","Cell552","Batch1","Path2",8346.59999887714,947
"Cell553","Cell553","Batch1","Path1",8043.22719146168,220
"Cell554","Cell554","Batch1","Path3",8416.59922785892,479
"Cell555","Cell555","Batch1","Path1",8023.8315691708,973
"Cell556","Cell556","Batch1","Path2",7594.51703150944,145
"Cell557","Cell557","Batch1","Path1",8364.96395432234,99
"Cell558","Cell558","Batch1","Path3",7528.70617346298,6
"Cell559","Cell559","Batch1","Path1",7361.80375494765,692
"Cell560","Cell560","Batch1","Path2",8642.91516272001,809
"Cell561","Cell561","Batch1","Path3",8024.03288847166,121
"Cell562","Cell562","Batch1","Path3",7677.40559200917,684
"Cell563","Cell563","Batch1","Path3",7965.5643765477,893
"Cell564","Cell564","Batch1","Path1",8560.79630142937,250
"Cell565","Cell565","Batch1","Path2",8398.59135635553,608
"Cell566","Cell566","Batch1","Path2",7386.35998248198,539
"Cell567","Cell567","Batch1","Path3",8965.19538302617,808
"Cell568","Cell568","Batch1","Path2",8276.36977441342,391
"Cell569","Cell569","Batch1","Path3",8278.35578291223,734
"Cell570","Cell570","Batch1","Path3",8606.35888310562,404
"Cell571","Cell571","Batch1","Path1",7743.08073446046,43
"Cell572","Cell572","Batch1","Path2",8573.27362467607,843
"Cell573","Cell573","Batch1","Path3",8673.11062098142,837
"Cell574","Cell574","Batch1","Path2",7914.75367551264,463
"Cell575","Cell575","Batch1","Path3",7844.1879703659,478
"Cell576","Cell576","Batch1","Path2",7949.69938892382,170
"Cell577","Cell577","Batch1","Path1",7990.59791169291,409
"Cell578","Cell578","Batch1","Path3",8140.09079155115,334
"Cell579","Cell579","Batch1","Path3",8070.183484135,413
"Cell580","Cell580","Batch1","Path3",8474.9603266755,261
"Cell581","Cell581","Batch1","Path2",7209.76815781254,736
"Cell582","Cell582","Batch1","Path1",7746.5297761102,779
"Cell583","Cell583","Batch1","Path1",8009.80548359319,484
"Cell584","Cell584","Batch1","Path2",8699.5828290804,612
"Cell585","Cell585","Batch1","Path3",8393.78108821986,426
"Cell586","Cell586","Batch1","Path3",8302.39439364974,415
"Cell587","Cell587","Batch1","Path3",8356.12716161405,393
"Cell588","Cell588","Batch1","Path1",7629.82568078277,217
"Cell589","Cell589","Batch1","Path1",7538.17959830199,826
"Cell590","Cell590","Batch1","Path2",8658.46621332965,688
"Cell591","Cell591","Batch1","Path2",7914.11384549511,425
"Cell592","Cell592","Batch1","Path1",8576.38448110759,896
"Cell593","Cell593","Batch1","Path2",7967.82877153827,78
"Cell594","Cell594","Batch1","Path2",8709.5513324048,548
"Cell595","Cell595","Batch1","Path1",9077.07250096894,406
"Cell596","Cell596","Batch1","Path3",8809.0626831971,674
"Cell597","Cell597","Batch1","Path1",8273.66273870593,983
"Cell598","Cell598","Batch1","Path3",7932.5505946494,101
"Cell599","Cell599","Batch1","Path2",7462.10352641108,579
"Cell600","Cell600","Batch1","Path2",7657.62597198855,432
"Cell601","Cell601","Batch1","Path3",8173.74661609804,147
"Cell602","Cell602","Batch1","Path1",8101.23996564866,230
"Cell603","Cell603","Batch1","Path2",7774.60925538776,579
"Cell604","Cell604","Batch1","Path1",8039.62827308369,737
"Cell605","Cell605","Batch1","Path1",8197.11084688812,208
"Cell606","Cell606","Batch1","Path2",7831.78480682449,583
"Cell607","Cell607","Batch1","Path1",8321.77459077044,32
"Cell608","Cell608","Batch1","Path2",8612.32582450831,220
"Cell609","Cell609","Batch1","Path3",8501.26516150561,529
"Cell610","Cell610","Batch1","Path1",8150.25169491264,809
"Cell611","Cell611","Batch1","Path3",8234.63325804203,800
"Cell612","Cell612","Batch1","Path2",8436.30799163458,57
"Cell613","Cell613","Batch1","Path1",8394.24352453803,498
"Cell614","Cell614","Batch1","Path2",7759.3702163265,633
"Cell615","Cell615","Batch1","Path2",8025.2323653144,992
"Cell616","Cell616","Batch1","Path2",8813.11949659206,936
"Cell617","Cell617","Batch1","Path3",7824.20983314257,954
"Cell618","Cell618","Batch1","Path1",7745.20608471252,318
"Cell619","Cell619","Batch1","Path2",7818.03622599236,344
"Cell620","Cell620","Batch1","Path1",8445.7747631831,86
"Cell621","Cell621","Batch1","Path1",8206.5450161263,611
"Cell622","Cell622","Batch1","Path1",8426.01753206982,582
"Cell623","Cell623","Batch1","Path1",7455.72599811662,288
"Cell624","Cell624","Batch1","Path1",8051.63591160344,532
"Cell625","Cell625","Batch1","Path1",7976.30078337897,689
"Cell626","Cell626","Batch1","Path2",8674.47231151383,707
"Cell627","Cell627","Batch1","Path2",7386.29151649246,525
"Cell628","Cell628","Batch1","Path1",8203.87770770625,573
"Cell629","Cell629","Batch1","Path1",7838.5207630594,137
"Cell630","Cell630","Batch1","Path3",8990.73905972422,155
"Cell631","Cell631","Batch1","Path2",7838.67263733077,407
"Cell632","Cell632","Batch1","Path1",7751.27081581053,307
"Cell633","Cell633","Batch1","Path3",8397.6536700979,786
"Cell634","Cell634","Batch1","Path3",7846.34984452104,696
"Cell635","Cell635","Batch1","Path3",8328.98694446598,407
"Cell636","Cell636","Batch1","Path1",7610.05677241176,972
"Cell637","Cell637","Batch1","Path2",7956.80655578005,617
"Cell638","Cell638","Batch1","Path2",8565.74878286489,563
"Cell639","Cell639","Batch1","Path3",7953.09441817195,367
"Cell640","Cell640","Batch1","Path2",7870.60514518347,939
"Cell641","Cell641","Batch1","Path2",8392.72634976752,134
"Cell642","Cell642","Batch1","Path1",8265.71631004714,478
"Cell643","Cell643","Batch1","Path3",8584.06150068778,550
"Cell644","Cell644","Batch1","Path3",8491.11684791377,951
"Cell645","Cell645","Batch1","Path3",9049.90395111904,221
"Cell646","Cell646","Batch1","Path3",7748.09397499878,899
"Cell647","Cell647","Batch1","Path1",8075.7860914826,998
"Cell648","Cell648","Batch1","Path3",7895.24464260031,940
"Cell649","Cell649","Batch1","Path1",8095.33458256708,377
"Cell650","Cell650","Batch1","Path2",7333.47947184857,944
"Cell651","Cell651","Batch1","Path1",7791.07241582673,472
"Cell652","Cell652","Batch1","Path2",7634.46701088961,263
"Cell653","Cell653","Batch1","Path1",8343.93422722843,536
"Cell654","Cell654","Batch1","Path2",7883.1508909671,922
"Cell655","Cell655","Batch1","Path1",7944.36735354108,214
"Cell656","Cell656","Batch1","Path2",7963.45220698726,895
"Cell657","Cell657","Batch1","Path1",7625.45198125755,714
"Cell658","Cell658","Batch1","Path3",7935.2791783293,540
"Cell659","Cell659","Batch1","Path2",7956.7857039443,428
"Cell660","Cell660","Batch1","Path2",8859.87682273686,549
"Cell661","Cell661","Batch1","Path3",7934.80999859293,198
"Cell662","Cell662","Batch1","Path2",8747.77568525871,894
"Cell663","Cell663","Batch1","Path2",8071.57968202015,360
"Cell664","Cell664","Batch1","Path2",8342.16679649183,178
"Cell665","Cell665","Batch1","Path2",8073.15459659181,826
"Cell666","Cell666","Batch1","Path1",9056.79134684415,779
"Cell667","Cell667","Batch1","Path1",7493.12496544201,455
"Cell668","Cell668","Batch1","Path1",8490.31791686291,8
"Cell669","Cell669","Batch1","Path2",8153.29654042248,51
"Cell670","Cell670","Batch1","Path2",8376.40924418335,183
"Cell671","Cell671","Batch1","Path1",8494.94970387572,489
"Cell672","Cell672","Batch1","Path2",7911.70034034105,455
"Cell673","Cell673","Batch1","Path1",7333.63995267041,606
"Cell674","Cell674","Batch1","Path1",8070.11493166543,713
"Cell675","Cell675","Batch1","Path1",8683.58500446694,793
"Cell676","Cell676","Batch1","Path2",8389.74425461546,523
"Cell677","Cell677","Batch1","Path2",8639.31094954986,939
"Cell678","Cell678","Batch1","Path3",8381.00089317666,889
"Cell679","Cell679","Batch1","Path3",7579.76989699959,514
"Cell680","Cell680","Batch1","Path3",7982.5424022072,678
"Cell681","Cell681","Batch1","Path2",7703.59984006058,234
"Cell682","Cell682","Batch1","Path3",8125.11211113553,452
"Cell683","Cell683","Batch1","Path1",8615.24365217982,598
"Cell684","Cell684","Batch1","Path3",8440.40360394727,344
"Cell685","Cell685","Batch1","Path3",8139.20682991926,248
"Cell686","Cell686","Batch1","Path3",8704.7813992122,438
"Cell687","Cell687","Batch1","Path1",8214.69175662653,877
"Cell688","Cell688","Batch1","Path3",7955.78179989029,112
"Cell689","Cell689","Batch1","Path1",8302.87892884938,690
"Cell690","Cell690","Batch1","Path3",8307.59285528055,828
"Cell691","Cell691","Batch1","Path3",7954.46549134842,48
"Cell692","Cell692","Batch1","Path2",8642.00469050378,783
"Cell693","Cell693","Batch1","Path1",8046.33708496017,842
"Cell694","Cell694","Batch1","Path2",8699.46297008918,746
"Cell695","Cell695","Batch1","Path1",7593.91385763636,18
"Cell696","Cell696","Batch1","Path3",8821.46321424909,667
"Cell697","Cell697","Batch1","Path1",8049.1126728039,424
"Cell698","Cell698","Batch1","Path3",8346.54498840572,956
"Cell699","Cell699","Batch1","Path2",7891.47592638228,226
"Cell700","Cell700","Batch1","Path2",7219.59903034027,282
"Cell701","Cell701","Batch1","Path1",7917.44498953357,696
"Cell702","Cell702","Batch1","Path3",8476.71132135872,434
"Cell703","Cell703","Batch1","Path3",8336.68291490464,786
"Cell704","Cell704","Batch1","Path2",8771.31750684174,706
"Cell705","Cell705","Batch1","Path2",8032.79503638128,923
"Cell706","Cell706","Batch1","Path1",8334.51029063616,642
"Cell707","Cell707","Batch1","Path1",8409.46838196424,958
"Cell708","Cell708","Batch1","Path1",8229.81604821515,37
"Cell709","Cell709","Batch1","Path1",8403.87744618437,25
"Cell710","Cell710","Batch1","Path2",7916.12042511258,948
"Cell711","Cell711","Batch1","Path2",8003.82990100406,836
"Cell712","Cell712","Batch1","Path3",7683.80209429975,732
"Cell713","Cell713","Batch1","Path3",8191.79841412703,537
"Cell714","Cell714","Batch1","Path2",8821.70589459224,65
"Cell715","Cell715","Batch1","Path2",8455.63109828474,277
"Cell716","Cell716","Batch1","Path2",8035.95210228124,80
"Cell717","Cell717","Batch1","Path2",7938.54241786726,247
"Cell718","Cell718","Batch1","Path1",8284.3942202059,155
"Cell719","Cell719","Batch1","Path1",8885.66942686635,395
"Cell720","Cell720","Batch1","Path1",8170.22371711491,748
"Cell721","Cell721","Batch1","Path2",7757.41746217606,292
"Cell722","Cell722","Batch1","Path2",8441.42170632082,136
"Cell723","Cell723","Batch1","Path1",8505.39038965661,277
"Cell724","Cell724","Batch1","Path3",8222.1627371827,502
"Cell725","Cell725","Batch1","Path2",8090.78026546864,495
"Cell726","Cell726","Batch1","Path3",8041.35203190325,842
"Cell727","Cell727","Batch1","Path1",7101.20283675143,535
"Cell728","Cell728","Batch1","Path2",8309.57137231028,97
"Cell729","Cell729","Batch1","Path1",7615.49817400169,719
"Cell730","Cell730","Batch1","Path1",7637.84196561958,612
"Cell731","Cell731","Batch1","Path3",8140.11046178768,490
"Cell732","Cell732","Batch1","Path2",7907.69537584396,90
"Cell733","Cell733","Batch1","Path2",8028.62266370547,247
"Cell734","Cell734","Batch1","Path2",7858.69051730536,381
"Cell735","Cell735","Batch1","Path3",8626.51070251699,98
"Cell736","Cell736","Batch1","Path3",8114.09415506989,284
"Cell737","Cell737","Batch1","Path3",8497.89257504637,570
"Cell738","Cell738","Batch1","Path2",8404.76589962927,12
"Cell739","Cell739","Batch1","Path1",7714.84447037287,487
"Cell740","Cell740","Batch1","Path3",7898.37759761366,689
"Cell741","Cell741","Batch1","Path1",8161.47972536613,105
"Cell742","Cell742","Batch1","Path2",8296.56453696222,366
"Cell743","Cell743","Batch1","Path2",8350.42359623177,999
"Cell744","Cell744","Batch1","Path2",7826.5385285935,526
"Cell745","Cell745","Batch1","Path1",7585.69679915328,355
"Cell746","Cell746","Batch1","Path2",7697.74828924276,537
"Cell747","Cell747","Batch1","Path1",8081.91930822397,414
"Cell748","Cell748","Batch1","Path2",8153.69155198745,776
"Cell749","Cell749","Batch1","Path1",7871.46011151871,55
"Cell750","Cell750","Batch1","Path3",7794.74915032325,199
"Cell751","Cell751","Batch1","Path3",7711.71286516426,436
"Cell752","Cell752","Batch1","Path2",8245.88472633102,280
"Cell753","Cell753","Batch1","Path1",8770.85016437541,126
"Cell754","Cell754","Batch1","Path1",7926.67849508454,697
"Cell755","Cell755","Batch1","Path1",8460.62568469739,981
"Cell756","Cell756","Batch1","Path3",8413.69408945374,881
"Cell757","Cell757","Batch1","Path1",7731.58613334833,247
"Cell758","Cell758","Batch1","Path2",7528.94795335432,279
"Cell759","Cell759","Batch1","Path3",8636.80220504578,821
"Cell760","Cell760","Batch1","Path2",8606.44432307219,922
"Cell761","Cell761","Batch1","Path3",8092.81878245598,490
"Cell762","Cell762","Batch1","Path1",8037.53048403438,755
"Cell763","Cell763","Batch1","Path3",8320.48357385183,873
"Cell764","Cell764","Batch1","Path1",8648.98633696502,272
"Cell765","Cell765","Batch1","Path2",7858.88647430753,913
"Cell766","Cell766","Batch1","Path1",7672.13829165644,847
"Cell767","Cell767","Batch1","Path3",7676.96569302016,652
"Cell768","Cell768","Batch1","Path3",7671.72100204105,319
"Cell769","Cell769","Batch1","Path3",7621.85096028956,752
"Cell770","Cell770","Batch1","Path1",8438.46600079365,162
"Cell771","Cell771","Batch1","Path2",8006.61706699506,385
"Cell772","Cell772","Batch1","Path3",7678.01883705292,34
"Cell773","Cell773","Batch1","Path2",8168.7806540515,397
"Cell774","Cell774","Batch1","Path3",8043.34612695748,611
"Cell775","Cell775","Batch1","Path3",7524.32225941767,902
"Cell776","Cell776","Batch1","Path1",8483.63437708809,556
"Cell777","Cell777","Batch1","Path3",7659.87860664483,452
"Cell778","Cell778","Batch1","Path1",7891.84000953497,253
"Cell779","Cell779","Batch1","Path1",8110.7004082555,314
"Cell780","Cell780","Batch1","Path3",8274.70896722353,861
"Cell781","Cell781","Batch1","Path1",8287.69245745539,236
"Cell782","Cell782","Batch1","Path1",8079.62486455974,867
