"","Cell","Batch","Group","ExpLibSize","Step"
"Cell2920","Cell2920","Batch1","Path3",20978.5926422882,841
"Cell2921","Cell2921","Batch1","Path2",22278.3277056697,968
"Cell2923","Cell2923","Batch1","Path1",22790.3880383747,702
"Cell2924","Cell2924","Batch1","Path3",21349.1932992355,973
"Cell2925","Cell2925","Batch1","Path2",20218.5046811407,722
"Cell2926","Cell2926","Batch1","Path3",22765.2198844546,726
"Cell2927","Cell2927","Batch1","Path3",20705.6518645692,594
"Cell2929","Cell2929","Batch1","Path1",21201.20058526,524
"Cell2930","Cell2930","Batch1","Path2",20553.015604371,646
"Cell2933","Cell2933","Batch1","Path2",22194.2710996223,670
"Cell2935","Cell2935","Batch1","Path2",21436.1016381315,581
"Cell2937","Cell2937","Batch1","Path2",23709.9422460338,948
"Cell2939","Cell2939","Batch1","Path2",21119.7633417693,875
"Cell2942","Cell2942","Batch1","Path3",20648.3643180384,622
"Cell2944","Cell2944","Batch1","Path1",20359.2601663911,966
"Cell2945","Cell2945","Batch1","Path3",21423.5767924112,688
"Cell2947","Cell2947","Batch1","Path2",21363.9906288621,424
"Cell2951","Cell2951","Batch1","Path3",20800.0775298049,533
"Cell2955","Cell2955","Batch1","Path1",21411.9875888659,579
"Cell2956","Cell2956","Batch1","Path1",21006.5816851185,437
"Cell2957","Cell2957","Batch1","Path2",23191.7912670273,579
"Cell2958","Cell2958","Batch1","Path2",25244.9924080788,452
"Cell2959","Cell2959","Batch1","Path3",22483.1279398124,792
"Cell2960","Cell2960","Batch1","Path3",22129.1322966517,453
"Cell2963","Cell2963","Batch1","Path2",21144.074641432,962
"Cell2964","Cell2964","Batch1","Path1",22973.083654622,551
"Cell2965","Cell2965","Batch1","Path1",21571.1116044155,619
"Cell2966","Cell2966","Batch1","Path2",22330.1426706391,523
"Cell2967","Cell2967","Batch1","Path1",21259.8136648602,705
"Cell2968","Cell2968","Batch1","Path1",22289.3608372391,671
"Cell2970","Cell2970","Batch1","Path3",22170.3389203835,461
"Cell2971","Cell2971","Batch1","Path2",21820.2367358647,738
"Cell2972","Cell2972","Batch1","Path1",23793.3771715565,757
"Cell2973","Cell2973","Batch1","Path2",21285.7823531589,849
"Cell2974","Cell2974","Batch1","Path1",22148.5328397698,502
"Cell2976","Cell2976","Batch1","Path1",22384.8310834493,667
"Cell2978","Cell2978","Batch1","Path2",23802.5607130017,407
"Cell2981","Cell2981","Batch1","Path3",22995.9115073737,927
"Cell2982","Cell2982","Batch1","Path1",22582.6969413535,836
"Cell2983","Cell2983","Batch1","Path3",22320.5774724617,598
"Cell2986","Cell2986","Batch1","Path2",21894.0856431664,967
"Cell2989","Cell2989","Batch1","Path1",22799.3817579769,642
"Cell2992","Cell2992","Batch1","Path1",23424.1825668601,729
"Cell2994","Cell2994","Batch1","Path2",21220.0602258467,636
"Cell2995","Cell2995","Batch1","Path3",21188.937876341,456
"Cell2998","Cell2998","Batch1","Path1",21275.3701677357,829
"Cell2999","Cell2999","Batch1","Path1",22941.9123628316,782
"Cell3000","Cell3000","Batch1","Path1",23598.4231274447,825
"Cell3001","Cell3001","Batch1","Path1",22651.2364405175,539
"Cell3002","Cell3002","Batch1","Path1",22601.4821274529,427
"Cell3003","Cell3003","Batch1","Path3",22671.3503565526,568
"Cell3006","Cell3006","Batch1","Path3",22696.5559863679,484
"Cell3007","Cell3007","Batch1","Path2",21717.4863628492,565
"Cell3008","Cell3008","Batch1","Path2",22259.9478724864,458
"Cell3010","Cell3010","Batch1","Path1",22808.0074959771,489
"Cell3011","Cell3011","Batch1","Path1",20607.6915363367,525
"Cell3013","Cell3013","Batch1","Path3",19835.1348055776,546
"Cell3015","Cell3015","Batch1","Path1",22836.1544912778,557
"Cell3016","Cell3016","Batch1","Path2",23447.264642026,763
"Cell3017","Cell3017","Batch1","Path2",24689.4310724824,477
"Cell3020","Cell3020","Batch1","Path3",22491.7649649087,748
"Cell3021","Cell3021","Batch1","Path3",22902.0640018878,431
"Cell3022","Cell3022","Batch1","Path1",22095.6139280131,532
"Cell3023","Cell3023","Batch1","Path2",23146.316989343,436
"Cell3024","Cell3024","Batch1","Path2",22411.5483954122,710
"Cell3025","Cell3025","Batch1","Path3",22284.4449021465,608
"Cell3027","Cell3027","Batch1","Path1",23792.0097683377,696
"Cell3028","Cell3028","Batch1","Path3",19841.8983358333,808
"Cell3030","Cell3030","Batch1","Path3",20645.7104769756,963
"Cell3031","Cell3031","Batch1","Path1",21594.1213513375,980
"Cell3035","Cell3035","Batch1","Path1",21564.7075683851,521
"Cell3036","Cell3036","Batch1","Path2",21874.4042569264,823
"Cell3037","Cell3037","Batch1","Path3",23457.4125016562,751
"Cell3038","Cell3038","Batch1","Path2",21139.0086003381,954
"Cell3039","Cell3039","Batch1","Path3",22656.4040869971,624
"Cell3041","Cell3041","Batch1","Path2",22396.1722589913,866
"Cell3044","Cell3044","Batch1","Path1",21398.6983052746,668
"Cell3045","Cell3045","Batch1","Path1",22231.4833529796,968
"Cell3046","Cell3046","Batch1","Path3",22832.8922854453,599
"Cell3049","Cell3049","Batch1","Path3",23100.790880749,910
"Cell3052","Cell3052","Batch1","Path1",22961.6308704618,890
"Cell3053","Cell3053","Batch1","Path3",22898.9052283506,786
"Cell3054","Cell3054","Batch1","Path1",22352.4800175502,748
"Cell3056","Cell3056","Batch1","Path3",21376.2985736846,542
"Cell3058","Cell3058","Batch1","Path2",22819.0631835382,428
"Cell3059","Cell3059","Batch1","Path1",24470.1042471037,859
"Cell3060","Cell3060","Batch1","Path3",23063.2050698171,597
